"event","host_city","year","host_country","event_url","section","artist","song","artist_url","artist_country","running_order","total_points","rank","qualified","winner"
"Turin 2022","Turin","2022","Italy","https://eurovision.tv/event/turin-2022","second-semi-final","Ochman","River","https://eurovision.tv/participant/ochman-22","Poland","14","198","6","TRUE","FALSE"
"Turin 2022","Turin","2022","Italy","https://eurovision.tv/event/turin-2022","grand-final","MARO","Saudade; Saudade","https://eurovision.tv/participant/maro-22","Portugal","3","207","9","FALSE","FALSE"
"Turin 2022","Turin","2022","Italy","https://eurovision.tv/event/turin-2022","first-semi-final","MARO","Saudade; Saudade","https://eurovision.tv/participant/maro-22","Portugal","10","208","4","TRUE","FALSE"
"Turin 2022","Turin","2022","Italy","https://eurovision.tv/event/turin-2022","grand-final","WRS","LlÃ¡mame","https://eurovision.tv/participant/wrs-22","Romania","2","65","18","FALSE","FALSE"
"Turin 2022","Turin","2022","Italy","https://eurovision.tv/event/turin-2022","second-semi-final","WRS","LlÃ¡mame","https://eurovision.tv/participant/wrs-22","Romania","13","118","9","TRUE","FALSE"
"Turin 2022","Turin","2022","Italy","https://eurovision.tv/event/turin-2022","second-semi-final","Achille Lauro","Stripper","https://eurovision.tv/participant/achille-lauro-22","San Marino","7","50","14","FALSE","FALSE"
"Turin 2022","Turin","2022","Italy","https://eurovision.tv/event/turin-2022","second-semi-final","Konstrakta","In Corpore Sano","https://eurovision.tv/participant/konstrakta-22","Serbia","3","237","3","TRUE","FALSE"
"Turin 2022","Turin","2022","Italy","https://eurovision.tv/event/turin-2022","grand-final","Konstrakta","In Corpore Sano","https://eurovision.tv/participant/konstrakta-22","Serbia","24","312","5","FALSE","FALSE"
"Turin 2022","Turin","2022","Italy","https://eurovision.tv/event/turin-2022","first-semi-final","LPS","Disko","https://eurovision.tv/participant/lps-22","Slovenia","5","15","17","FALSE","FALSE"
"Turin 2022","Turin","2022","Italy","https://eurovision.tv/event/turin-2022","grand-final","Chanel","SloMo","https://eurovision.tv/participant/chanel-22","Spain","10","459","3","FALSE","FALSE"
"Turin 2022","Turin","2022","Italy","https://eurovision.tv/event/turin-2022","second-semi-final","Cornelia Jakobs","Hold Me Closer","https://eurovision.tv/participant/cornelia-jakobs-22","Sweden","17","396","1","TRUE","FALSE"
"Turin 2022","Turin","2022","Italy","https://eurovision.tv/event/turin-2022","grand-final","Cornelia Jakobs","Hold Me Closer","https://eurovision.tv/participant/cornelia-jakobs-22","Sweden","20","438","4","FALSE","FALSE"
"Turin 2022","Turin","2022","Italy","https://eurovision.tv/event/turin-2022","grand-final","Marius Bear","Boys Do Cry","https://eurovision.tv/participant/marius-bear-22","Switzerland","5","78","17","FALSE","FALSE"
"Turin 2022","Turin","2022","Italy","https://eurovision.tv/event/turin-2022","first-semi-final","Marius Bear","Boys Do Cry","https://eurovision.tv/participant/marius-bear-22","Switzerland","4","118","9","TRUE","FALSE"
"Turin 2022","Turin","2022","Italy","https://eurovision.tv/event/turin-2022","first-semi-final","Kalush Orchestra","Stefania","https://eurovision.tv/participant/kalush-orchestra-22","Ukraine","6","337","1","TRUE","FALSE"
"Turin 2022","Turin","2022","Italy","https://eurovision.tv/event/turin-2022","grand-final","Kalush Orchestra","Stefania","https://eurovision.tv/participant/kalush-orchestra-22","Ukraine","12","631","1","FALSE","TRUE"
"Turin 2022","Turin","2022","Italy","https://eurovision.tv/event/turin-2022","grand-final","Sam Ryder","SPACE MAN","https://eurovision.tv/participant/sam-ryder-22","United Kingdom","22","466","2","FALSE","FALSE"
"Rotterdam 2021","Rotterdam","2021","Netherlands","https://eurovision.tv/event/rotterdam-2021","grand-final","Anxhela Peristeri","Karma","https://eurovision.tv/participant/anxhela-peristeri-2021","Albania","2","57","21","FALSE","FALSE"
"Rotterdam 2021","Rotterdam","2021","Netherlands","https://eurovision.tv/event/rotterdam-2021","second-semi-final","Anxhela Peristeri","Karma","https://eurovision.tv/participant/anxhela-peristeri-2021","Albania","11","112","10","TRUE","FALSE"
"Rotterdam 2021","Rotterdam","2021","Netherlands","https://eurovision.tv/event/rotterdam-2021","first-semi-final","Montaigne","Technicolour","https://eurovision.tv/participant/montaigne-2021","Australia","5","28","14","FALSE","FALSE"
"Rotterdam 2021","Rotterdam","2021","Netherlands","https://eurovision.tv/event/rotterdam-2021","second-semi-final","Vincent Bueno","Amen","https://eurovision.tv/participant/vincent-bueno-2021","Austria","5","66","12","FALSE","FALSE"
"Rotterdam 2021","Rotterdam","2021","Netherlands","https://eurovision.tv/event/rotterdam-2021","grand-final","Efendi","Mata Hari","https://eurovision.tv/participant/efendi-2021","Azerbaijan","21","65","20","FALSE","FALSE"
"Rotterdam 2021","Rotterdam","2021","Netherlands","https://eurovision.tv/event/rotterdam-2021","first-semi-final","Efendi","Mata Hari","https://eurovision.tv/participant/efendi-2021","Azerbaijan","14","138","8","TRUE","FALSE"
"Rotterdam 2021","Rotterdam","2021","Netherlands","https://eurovision.tv/event/rotterdam-2021","grand-final","Hooverphonic","The Wrong Place","https://eurovision.tv/participant/hooverphonic-2021","Belgium","4","74","19","FALSE","FALSE"
"Rotterdam 2021","Rotterdam","2021","Netherlands","https://eurovision.tv/event/rotterdam-2021","first-semi-final","Hooverphonic","The Wrong Place","https://eurovision.tv/participant/hooverphonic-2021","Belgium","11","117","9","TRUE","FALSE"
"Rotterdam 2021","Rotterdam","2021","Netherlands","https://eurovision.tv/event/rotterdam-2021","grand-final","VICTORIA","Growing Up Is Getting Old","https://eurovision.tv/participant/victoria-2021","Bulgaria","17","170","11","FALSE","FALSE"
"Rotterdam 2021","Rotterdam","2021","Netherlands","https://eurovision.tv/event/rotterdam-2021","second-semi-final","VICTORIA","Growing Up Is Getting Old","https://eurovision.tv/participant/victoria-2021","Bulgaria","13","250","3","TRUE","FALSE"
"Rotterdam 2021","Rotterdam","2021","Netherlands","https://eurovision.tv/event/rotterdam-2021","first-semi-final","Albina","Tick-Tock","https://eurovision.tv/participant/albina-2021","Croatia","10","110","11","FALSE","FALSE"
"Rotterdam 2021","Rotterdam","2021","Netherlands","https://eurovision.tv/event/rotterdam-2021","grand-final","Elena Tsagrinou","El Diablo","https://eurovision.tv/participant/elena-tsagrinou-2021","Cyprus","1","94","16","FALSE","FALSE"
"Rotterdam 2021","Rotterdam","2021","Netherlands","https://eurovision.tv/event/rotterdam-2021","first-semi-final","Elena Tsagrinou","El Diablo","https://eurovision.tv/participant/elena-tsagrinou-2021","Cyprus","8","170","6","TRUE","FALSE"
"Rotterdam 2021","Rotterdam","2021","Netherlands","https://eurovision.tv/event/rotterdam-2021","second-semi-final","Benny Cristo","omaga","https://eurovision.tv/participant/benny-cristo-2021","Czech Republic","3","23","15","FALSE","FALSE"
"Rotterdam 2021","Rotterdam","2021","Netherlands","https://eurovision.tv/event/rotterdam-2021","second-semi-final","Fyr Og Flamme","Ã˜ve Os PÃ¥ Hinanden","https://eurovision.tv/participant/fyr-og-flamme-2021","Denmark","17","89","11","FALSE","FALSE"
"Rotterdam 2021","Rotterdam","2021","Netherlands","https://eurovision.tv/event/rotterdam-2021","second-semi-final","Uku Suviste","The Lucky One","https://eurovision.tv/participant/uku-suviste-2021","Estonia","2","58","13","FALSE","FALSE"
"Rotterdam 2021","Rotterdam","2021","Netherlands","https://eurovision.tv/event/rotterdam-2021","second-semi-final","Blind Channel","Dark Side","https://eurovision.tv/participant/blind-channel-2021","Finland","14","234","5","TRUE","FALSE"
"Rotterdam 2021","Rotterdam","2021","Netherlands","https://eurovision.tv/event/rotterdam-2021","grand-final","Blind Channel","Dark Side","https://eurovision.tv/participant/blind-channel-2021","Finland","16","301","6","FALSE","FALSE"
"Rotterdam 2021","Rotterdam","2021","Netherlands","https://eurovision.tv/event/rotterdam-2021","grand-final","Barbara Pravi","Voilà","https://eurovision.tv/participant/barbara-pravi-2021","France","20","499","2","FALSE","FALSE"
"Rotterdam 2021","Rotterdam","2021","Netherlands","https://eurovision.tv/event/rotterdam-2021","second-semi-final","Tornike Kipiani","You","https://eurovision.tv/participant/tornike-kipiani-2021","Georgia","10","16","16","FALSE","FALSE"
"Rotterdam 2021","Rotterdam","2021","Netherlands","https://eurovision.tv/event/rotterdam-2021","grand-final","Jendrik","I Don't Feel Hate","https://eurovision.tv/participant/jendrik-sigwart-2021","Germany","15","3","25","FALSE","FALSE"
"Rotterdam 2021","Rotterdam","2021","Netherlands","https://eurovision.tv/event/rotterdam-2021","grand-final","Stefania","Last Dance","https://eurovision.tv/participant/stefania-2021","Greece","10","170","10","FALSE","FALSE"
"Rotterdam 2021","Rotterdam","2021","Netherlands","https://eurovision.tv/event/rotterdam-2021","second-semi-final","Stefania","Last Dance","https://eurovision.tv/participant/stefania-2021","Greece","4","184","6","TRUE","FALSE"
"Rotterdam 2021","Rotterdam","2021","Netherlands","https://eurovision.tv/event/rotterdam-2021","second-semi-final","DaÃ°i og GagnamagniÃ°","10 Years","https://eurovision.tv/participant/dadi-og-gagnamagnid-2021","Iceland","8","288","2","TRUE","FALSE"
"Rotterdam 2021","Rotterdam","2021","Netherlands","https://eurovision.tv/event/rotterdam-2021","grand-final","DaÃ°i og GagnamagniÃ°","10 Years","https://eurovision.tv/participant/dadi-og-gagnamagnid-2021","Iceland","12","378","4","FALSE","FALSE"
"Rotterdam 2021","Rotterdam","2021","Netherlands","https://eurovision.tv/event/rotterdam-2021","first-semi-final","Lesley Roy","MAPS","https://eurovision.tv/participant/lesley-roy-2021","Ireland","7","20","16","FALSE","FALSE"
"Rotterdam 2021","Rotterdam","2021","Netherlands","https://eurovision.tv/event/rotterdam-2021","grand-final","Eden Alene","Set Me Free","https://eurovision.tv/participant/eden-alene-2021","Israel","3","93","17","FALSE","FALSE"
"Rotterdam 2021","Rotterdam","2021","Netherlands","https://eurovision.tv/event/rotterdam-2021","first-semi-final","Eden Alene","Set Me Free","https://eurovision.tv/participant/eden-alene-2021","Israel","12","192","5","TRUE","FALSE"
"Rotterdam 2021","Rotterdam","2021","Netherlands","https://eurovision.tv/event/rotterdam-2021","grand-final","MÃ¥neskin","Zitti E Buoni","https://eurovision.tv/participant/maneskin-2021","Italy","24","524","1","FALSE","TRUE"
"Rotterdam 2021","Rotterdam","2021","Netherlands","https://eurovision.tv/event/rotterdam-2021","second-semi-final","Samanta TÄ«na","The Moon Is Rising","https://eurovision.tv/participant/samanta-tina-2021","Latvia","15","14","17","FALSE","FALSE"
"Rotterdam 2021","Rotterdam","2021","Netherlands","https://eurovision.tv/event/rotterdam-2021","first-semi-final","The Roop","Discoteque","https://eurovision.tv/participant/the-roop-2021","Lithuania","1","203","4","TRUE","FALSE"
"Rotterdam 2021","Rotterdam","2021","Netherlands","https://eurovision.tv/event/rotterdam-2021","grand-final","The Roop","Discoteque","https://eurovision.tv/participant/the-roop-2021","Lithuania","18","220","8","FALSE","FALSE"
"Rotterdam 2021","Rotterdam","2021","Netherlands","https://eurovision.tv/event/rotterdam-2021","grand-final","Destiny","Je Me Casse","https://eurovision.tv/participant/destiny-2021","Malta","6","255","7","FALSE","FALSE"
"Rotterdam 2021","Rotterdam","2021","Netherlands","https://eurovision.tv/event/rotterdam-2021","first-semi-final","Destiny","Je Me Casse","https://eurovision.tv/participant/destiny-2021","Malta","16","325","1","TRUE","FALSE"
"Rotterdam 2021","Rotterdam","2021","Netherlands","https://eurovision.tv/event/rotterdam-2021","grand-final","Natalia Gordienko","SUGAR","https://eurovision.tv/participant/natalia-gordienko-2021","Moldova","14","115","13","FALSE","FALSE"
"Rotterdam 2021","Rotterdam","2021","Netherlands","https://eurovision.tv/event/rotterdam-2021","second-semi-final","Natalia Gordienko","SUGAR","https://eurovision.tv/participant/natalia-gordienko-2021","Moldova","7","179","7","TRUE","FALSE"
"Rotterdam 2021","Rotterdam","2021","Netherlands","https://eurovision.tv/event/rotterdam-2021","grand-final","Jeangu Macrooy","Birth Of A New Age","https://eurovision.tv/participant/jeangu-macrooy-2021","Netherlands","23","11","23","FALSE","FALSE"
"Rotterdam 2021","Rotterdam","2021","Netherlands","https://eurovision.tv/event/rotterdam-2021","first-semi-final","Vasil","Here I Stand","https://eurovision.tv/participant/vasil-2021","North Macedonia","6","23","15","FALSE","FALSE"
"Rotterdam 2021","Rotterdam","2021","Netherlands","https://eurovision.tv/event/rotterdam-2021","grand-final","TIX","Fallen Angel","https://eurovision.tv/participant/tix-2021","Norway","22","75","18","FALSE","FALSE"
"Rotterdam 2021","Rotterdam","2021","Netherlands","https://eurovision.tv/event/rotterdam-2021","first-semi-final","TIX","Fallen Angel","https://eurovision.tv/participant/tix-2021","Norway","9","115","10","TRUE","FALSE"
"Rotterdam 2021","Rotterdam","2021","Netherlands","https://eurovision.tv/event/rotterdam-2021","second-semi-final","RAFAÅ","The Ride","https://eurovision.tv/participant/rafal-2021","Poland","6","35","14","FALSE","FALSE"
"Rotterdam 2021","Rotterdam","2021","Netherlands","https://eurovision.tv/event/rotterdam-2021","grand-final","The Black Mamba","Love Is On My Side","https://eurovision.tv/participant/the-black-mamba-2021","Portugal","7","153","12","FALSE","FALSE"
"Rotterdam 2021","Rotterdam","2021","Netherlands","https://eurovision.tv/event/rotterdam-2021","second-semi-final","The Black Mamba","Love Is On My Side","https://eurovision.tv/participant/the-black-mamba-2021","Portugal","12","239","4","TRUE","FALSE"
"Rotterdam 2021","Rotterdam","2021","Netherlands","https://eurovision.tv/event/rotterdam-2021","first-semi-final","ROXEN","Amnesia","https://eurovision.tv/participant/roxen-2021","Romania","13","85","12","FALSE","FALSE"
"Rotterdam 2021","Rotterdam","2021","Netherlands","https://eurovision.tv/event/rotterdam-2021","grand-final","Manizha","Russian Woman","https://eurovision.tv/participant/manizha-2021","Russia","5","204","9","FALSE","FALSE"
"Rotterdam 2021","Rotterdam","2021","Netherlands","https://eurovision.tv/event/rotterdam-2021","first-semi-final","Manizha","Russian Woman","https://eurovision.tv/participant/manizha-2021","Russia","3","225","3","TRUE","FALSE"
"Rotterdam 2021","Rotterdam","2021","Netherlands","https://eurovision.tv/event/rotterdam-2021","grand-final","Senhit","Adrenalina","https://eurovision.tv/participant/senhit-2021","San Marino","26","50","22","FALSE","FALSE"
"Rotterdam 2021","Rotterdam","2021","Netherlands","https://eurovision.tv/event/rotterdam-2021","second-semi-final","Senhit","Adrenalina","https://eurovision.tv/participant/senhit-2021","San Marino","1","118","9","TRUE","FALSE"
"Rotterdam 2021","Rotterdam","2021","Netherlands","https://eurovision.tv/event/rotterdam-2021","grand-final","Hurricane","Loco Loco","https://eurovision.tv/participant/hurricane-2021","Serbia","8","102","15","FALSE","FALSE"
"Rotterdam 2021","Rotterdam","2021","Netherlands","https://eurovision.tv/event/rotterdam-2021","second-semi-final","Hurricane","Loco Loco","https://eurovision.tv/participant/hurricane-2021","Serbia","9","124","8","TRUE","FALSE"
"Rotterdam 2021","Rotterdam","2021","Netherlands","https://eurovision.tv/event/rotterdam-2021","first-semi-final","Ana SokliÄ","Amen","https://eurovision.tv/participant/ana-soklic-2021","Slovenia","2","44","13","FALSE","FALSE"
"Rotterdam 2021","Rotterdam","2021","Netherlands","https://eurovision.tv/event/rotterdam-2021","grand-final","Blas Cantó","Voy A Quedarme","https://eurovision.tv/participant/blas-canto-2021","Spain","13","6","24","FALSE","FALSE"
"Rotterdam 2021","Rotterdam","2021","Netherlands","https://eurovision.tv/event/rotterdam-2021","grand-final","Tusse","Voices","https://eurovision.tv/participant/tusse-2021","Sweden","25","109","14","FALSE","FALSE"
"Rotterdam 2021","Rotterdam","2021","Netherlands","https://eurovision.tv/event/rotterdam-2021","first-semi-final","Tusse","Voices","https://eurovision.tv/participant/tusse-2021","Sweden","4","142","7","TRUE","FALSE"
"Rotterdam 2021","Rotterdam","2021","Netherlands","https://eurovision.tv/event/rotterdam-2021","second-semi-final","Gjon's Tears","Tout l'Univers","https://eurovision.tv/participant/gjons-tears-2021","Switzerland","16","291","1","TRUE","FALSE"
"Rotterdam 2021","Rotterdam","2021","Netherlands","https://eurovision.tv/event/rotterdam-2021","grand-final","Gjon's Tears","Tout l'Univers","https://eurovision.tv/participant/gjons-tears-2021","Switzerland","11","432","3","FALSE","FALSE"
"Rotterdam 2021","Rotterdam","2021","Netherlands","https://eurovision.tv/event/rotterdam-2021","first-semi-final","Go_A","Shum","https://eurovision.tv/participant/go-a-2021","Ukraine","15","267","2","TRUE","FALSE"
"Rotterdam 2021","Rotterdam","2021","Netherlands","https://eurovision.tv/event/rotterdam-2021","grand-final","Go_A","Shum","https://eurovision.tv/participant/go-a-2021","Ukraine","19","364","5","FALSE","FALSE"
"Rotterdam 2021","Rotterdam","2021","Netherlands","https://eurovision.tv/event/rotterdam-2021","grand-final","James Newman","Embers","https://eurovision.tv/participant/james-newman-2021","United Kingdom","9","0","26","FALSE","FALSE"
"Rotterdam 2020","Rotterdam","2020","Netherlands","https://eurovision.tv/event/rotterdam-2020","second-semi-final","Arilena Ara","Fall From The Sky","https://eurovision.tv/participant/arilena-ara","Albania","12","0","99","FALSE","FALSE"
"Rotterdam 2020","Rotterdam","2020","Netherlands","https://eurovision.tv/event/rotterdam-2020","second-semi-final","Athena Manoukian","Chains On You","https://eurovision.tv/participant/athena-manoukian","Armenia","14","0","99","FALSE","FALSE"
"Rotterdam 2020","Rotterdam","2020","Netherlands","https://eurovision.tv/event/rotterdam-2020","first-semi-final","Montaigne","Don't Break Me","https://eurovision.tv/participant/montaigne","Australia","3","0","99","FALSE","FALSE"
"Rotterdam 2020","Rotterdam","2020","Netherlands","https://eurovision.tv/event/rotterdam-2020","second-semi-final","Vincent Bueno","Alive","https://eurovision.tv/participant/vincent-bueno","Austria","3","0","99","FALSE","FALSE"
"Rotterdam 2020","Rotterdam","2020","Netherlands","https://eurovision.tv/event/rotterdam-2020","first-semi-final","Efendi","Cleopatra","https://eurovision.tv/participant/efendi","Azerbaijan","12","0","99","FALSE","FALSE"
"Rotterdam 2020","Rotterdam","2020","Netherlands","https://eurovision.tv/event/rotterdam-2020","first-semi-final","VAL","Da Vidna","https://eurovision.tv/participant/val","Belarus","2","0","99","FALSE","FALSE"
"Rotterdam 2020","Rotterdam","2020","Netherlands","https://eurovision.tv/event/rotterdam-2020","first-semi-final","Hooverphonic","Release Me","https://eurovision.tv/participant/hooverphonic-1","Belgium","9","0","99","FALSE","FALSE"
"Rotterdam 2020","Rotterdam","2020","Netherlands","https://eurovision.tv/event/rotterdam-2020","second-semi-final","VICTORIA","Tears Getting Sober","https://eurovision.tv/participant/victoria","Bulgaria","17","0","99","FALSE","FALSE"
"Rotterdam 2020","Rotterdam","2020","Netherlands","https://eurovision.tv/event/rotterdam-2020","first-semi-final","Damir KedÅ¾o","Divlji Vjetre","https://eurovision.tv/participant/damir-kedzo","Croatia","11","0","99","FALSE","FALSE"
